,시점,관측지점별,평균기온 (℃),평균최고기온 (℃),평균최저기온 (℃),최고기온 (℃),최저기온 (℃),합계강수량 (mm),평균지면온도 (℃),대분류
966,2013,남해,14.8,19.9,10.4,37.7,-8.6,1590.5,16.8,경상남도
967,2014,속초,13.2,17.1,9.3,34.6,-10.8,1104.0,13.9,강원도
968,2014,철원,11.0,17.3,5.1,35.3,-20.3,684.4,13.0,강원도
969,2014,동두천,12.1,18.7,6.9,36.3,-15.6,741.6,14.5,경기도
970,2014,파주,11.4,17.8,5.9,35.8,-17.0,642.7,13.7,경기도
971,2014,대관령,7.7,13.0,2.3,30.6,-19.8,1309.6,9.6,강원도
972,2014,춘천,12.1,18.0,7.0,35.1,-20.1,677.4,13.9,강원도
973,2014,백령도,11.6,14.8,9.1,33.2,-7.9,391.9,14.5,인천광역시
974,2014,북강릉,12.8,17.1,8.6,35.5,-13.2,1371.0,15.8,강원도
975,2014,강릉,13.8,17.9,9.9,36.1,-10.0,1388.8,14.5,강원도
976,2014,동해,13.3,17.5,9.4,34.3,-9.0,1411.1,14.7,강원도
977,2014,서울,13.4,18.3,9.3,35.8,-13.2,808.9,15.2,서울특별시
978,2014,인천,12.8,16.5,9.6,35.3,-11.4,788.1,14.3,인천광역시
979,2014,원주,12.8,18.6,7.7,35.9,-14.7,801.3,13.8,경상북도
980,2014,울릉도,12.8,15.9,10.3,31.3,-6.3,1527.7,14.4,경상북도
981,2014,수원,13.1,18.6,8.5,34.6,-11.1,1029.1,13.7,경기도
982,2014,영월,11.9,18.7,6.1,35.4,-17.4,876.5,13.9,강원도
983,2014,충주,12.2,18.4,6.9,34.9,-14.2,899.6,13.8,충청북도
984,2014,서산,12.3,17.8,7.5,33.7,-11.1,1000.2,14.6,충청남도
985,2014,울진,12.9,17.3,8.6,34.1,-9.5,1282.6,14.7,경상북도
986,2014,청주,13.9,19.1,9.4,36.0,-9.7,913.7,15.4,충청북도
987,2014,대전,13.4,18.9,8.8,34.9,-10.7,1117.7,15.4,대전광역시
988,2014,추풍령,11.7,17.3,6.5,35.0,-12.6,1136.4,13.3,충청북도
989,2014,안동,12.5,18.7,7.1,35.6,-13.4,960.4,14.9,경상북도
990,2014,상주,12.7,18.6,7.7,35.8,-11.7,1184.9,14.9,경상북도
991,2014,포항,14.6,18.7,10.9,36.0,-8.3,1338.2,16.2,경상북도
992,2014,군산,13.0,18.1,8.9,35.3,-8.8,1141.0,15.5,전라북도
993,2014,대구,14.9,20.2,10.5,37.5,-7.4,1072.1,16.9,대구광역시
994,2014,전주,13.9,19.8,9.0,36.0,-9.7,1206.8,16.4,전라북도
995,2014,울산,14.7,19.7,10.6,34.9,-6.5,1398.7,15.6,울산광역시
996,2014,창원,14.9,19.6,11.1,35.2,-6.1,1525.8,16.2,경상남도
997,2014,광주,14.3,19.7,10.0,36.5,-7.3,1290.3,16.2,광주광역시
998,2014,부산,15.1,19.2,12.0,32.9,-6.0,1693.1,16.7,부산광역시
999,2014,통영,14.7,19.0,11.2,35.2,-6.2,1697.1,16.8,경상남도
1000,2014,목포,13.9,18.1,10.6,34.3,-6.6,1087.7,16.5,전라남도
1001,2014,여수,14.7,18.1,11.9,32.8,-6.3,1575.3,15.3,전라남도
1002,2014,흑산도,14.1,17.0,11.9,31.1,-2.7,1186.7,16.2,전라남도
1003,2014,완도,14.5,19.0,10.6,33.4,-7.5,1862.6,16.1,전라남도
1004,2014,고창,12.9,18.2,8.3,34.5,-12.2,1291.1,15.0,전라북도
1005,2014,순천,12.6,18.8,7.3,33.2,-10.7,1910.8,14.4,전라남도
1006,2014,진도(첨찰산),11.8,16.5,8.7,31.2,-8.4,1538.0,14.4,전라남도
1007,2014,제주,16.2,19.1,13.6,35.2,0.1,1563.4,17.7,제주도
1008,2014,고산,15.5,18.5,13.0,32.6,-1.1,1271.6,18.1,제주도
1009,2014,성산,15.6,19.2,12.2,31.1,-2.7,2240.9,16.7,제주도
1010,2014,서귀포,17.0,20.4,14.0,33.8,-0.1,2473.2,17.8,제주도
1011,2014,진주,13.2,19.5,7.8,35.5,-10.6,1644.9,15.5,경상남도
1012,2014,강화,11.8,16.9,7.0,35.8,-12.9,605.4,14.2,인천광역시
1013,2014,양평,12.4,18.4,7.2,35.0,-14.5,790.1,14.7,경기도
1014,2014,이천,11.9,18.3,6.4,34.7,-14.9,791.5,13.9,경기도
1015,2014,인제,11.1,17.5,5.8,36.9,-19.6,705.2,13.1,강원도
1016,2014,홍천,11.7,18.7,6.1,36.1,-19.9,703.5,13.3,강원도
1017,2014,태백,9.3,15.2,4.3,33.6,-16.5,1171.2,11.0,강원도
1018,2014,정선,10.8,17.3,5.7,34.6,-16.5,893.7,13.3,강원도
1019,2014,제천,10.6,17.3,4.6,33.7,-20.5,913.6,13.1,충청북도
1020,2014,보은,11.5,18.1,5.8,34.2,-15.0,1089.2,14.1,충청북도
1021,2014,천안,12.8,18.7,7.6,34.6,-14.5,1020.5,14.5,충청남도
1022,2014,보령,12.9,17.6,8.9,33.8,-9.1,1010.1,15.0,충청남도
1023,2014,부여,12.7,18.9,7.6,34.4,-11.4,1142.1,14.9,충청남도
1024,2014,금산,12.1,18.7,6.4,35.5,-13.9,1131.0,14.6,충청남도
1025,2014,부안,13.1,18.4,8.6,35.2,-13.2,1188.5,14.8,전라북도
1026,2014,임실,11.5,18.1,5.8,34.2,-13.4,1340.5,13.9,전라북도
1027,2014,정읍,13.7,19.3,9.0,37.3,-11.4,1261.2,15.9,전라북도
1028,2014,남원,12.7,18.7,7.6,34.6,-11.0,1259.5,14.4,전라북도
1029,2014,장수,11.0,17.4,5.4,32.4,-17.2,1321.4,13.8,전라북도
1030,2014,고창군,13.9,19.6,9.1,36.6,-9.5,1332.7,15.9,전라북도
1031,2014,영광,13.2,18.6,8.4,36.0,-13.0,1433.1,15.2,전라남도
1032,2014,김해,14.8,20.0,10.7,35.4,-6.9,1634.8,16.5,경상남도
1033,2014,순창,13.1,19.4,7.8,36.3,-11.7,1476.9,14.7,전라북도
1034,2014,북창원,14.4,19.6,10.0,36.7,-7.3,1549.4,16.3,경상남도
1035,2014,양산,14.6,20.1,10.1,36.9,-6.8,1767.4,15.8,경상남도
1036,2014,보성,14.2,19.5,9.2,34.1,-8.9,1619.2,15.8,전라남도
1037,2014,강진,13.6,19.1,8.8,33.3,-8.9,1513.2,14.9,전라남도
1038,2014,장흥,13.7,19.5,8.6,33.2,-10.2,1546.0,15.9,전라남도
1039,2014,해남,13.7,19.0,8.7,33.6,-13.0,1173.1,16.2,전라남도
1040,2014,고흥,14.0,19.5,9.1,33.4,-9.6,1851.4,14.9,전라남도
1041,2014,의령,12.2,19.1,6.6,35.0,-12.8,1380.4,16.1,경상남도
1042,2014,함양,12.6,19.3,6.7,36.6,-12.3,1305.1,14.2,경상남도
1043,2014,광양,14.9,19.6,11.0,36.7,-6.5,1503.3,17.3,전라남도
1044,2014,봉화,9.9,16.8,3.7,34.0,-17.7,991.7,12.4,경상북도
1045,2014,영주,12.0,18.1,6.3,35.2,-14.4,1156.4,14.8,경상북도
1046,2014,문경,12.2,18.3,6.9,34.6,-13.2,1006.0,15.8,경상북도
1047,2014,청송,11.0,18.1,5.2,36.7,-16.4,907.7,13.5,경상북도
1048,2014,영덕,12.9,18.1,8.4,35.3,-9.6,1234.3,15.1,경상북도
1049,2014,의성,11.7,19.4,5.1,37.0,-16.3,869.4,14.3,경상북도
1050,2014,구미,13.5,19.5,8.3,36.7,-10.3,1222.8,15.4,경상북도
1051,2014,영천,12.8,19.2,7.1,37.7,-12.2,1193.9,14.9,경상북도
1052,2014,경주,12.9,19.2,7.5,37.8,-10.8,1274.1,15.1,경상북도
1053,2014,거창,12.0,18.6,6.3,34.6,-12.8,1242.4,15.5,경상남도
1054,2014,합천,13.1,19.9,7.4,35.5,-11.7,1292.1,16.5,경상남도
1055,2014,밀양,14.0,20.7,8.4,37.9,-10.0,1212.4,17.0,경상남도
1056,2014,산청,13.0,19.1,7.8,34.8,-10.1,1538.9,15.0,경상남도
1057,2014,거제,14.8,19.7,10.9,34.2,-5.0,2257.1,16.6,경상남도
1058,2014,남해,14.7,19.7,10.6,34.5,-7.0,2058.4,16.5,경상남도
1059,2015,속초,12.6,16.6,8.8,35.4,-10.4,1127.7,14.8,강원도
1060,2015,철원,11.1,17.5,5.2,35.6,-18.1,1094.9,13.7,강원도
1061,2015,동두천,12.4,19.0,7.1,35.7,-14.3,988.5,14.5,경기도
1062,2015,파주,11.6,18.2,5.9,35.0,-16.4,716.2,14.4,경기도
1063,2015,대관령,8.0,13.4,2.7,30.0,-19.8,981.9,10.2,강원도
1064,2015,춘천,12.5,18.4,7.3,35.9,-15.7,757.8,14.4,강원도
1065,2015,백령도,11.9,15.0,9.4,30.2,-11.5,601.5,14.9,인천광역시
1066,2015,북강릉,13.1,17.6,8.8,36.1,-11.8,1017.5,18.3,강원도
1067,2015,강릉,13.9,18.2,10.0,36.8,-9.7,1047.4,15.6,강원도
1068,2015,동해,13.8,18.0,10.1,36.6,-8.8,911.2,16.0,강원도
1069,2015,서울,13.6,18.7,9.3,36.0,-13.0,792.1,15.4,서울특별시
1070,2015,인천,13.1,17.0,9.9,33.1,-11.2,652.0,14.8,인천광역시
1071,2015,원주,13.6,19.1,8.6,37.0,-13.1,903.8,14.3,경상북도
1072,2015,울릉도,13.1,16.2,10.6,33.7,-6.9,1393.5,15.4,경상북도
1073,2015,수원,13.5,19.0,8.8,35.3,-11.7,751.1,14.3,경기도
1074,2015,영월,12.4,18.9,6.7,35.6,-15.3,676.0,15.0,강원도
1075,2015,충주,12.7,18.7,7.3,36.1,-13.8,731.8,14.5,충청북도
1076,2015,서산,12.7,18.1,7.9,33.7,-10.5,815.9,15.3,충청남도
1077,2015,울진,13.2,17.7,8.8,35.5,-10.4,819.1,15.7,경상북도
1078,2015,청주,14.0,19.2,9.6,36.4,-10.8,756.9,15.1,충청북도
1079,2015,대전,14.0,19.4,9.2,36.3,-12.4,822.7,16.1,대전광역시
1080,2015,추풍령,12.2,17.7,7.0,34.8,-12.1,829.0,14.4,충청북도
1081,2015,안동,12.9,19.0,7.5,37.2,-13.1,755.1,15.7,경상북도
1082,2015,상주,13.7,19.5,8.7,36.6,-11.1,800.3,16.1,경상북도
1083,2015,포항,14.8,18.9,11.2,37.5,-9.3,919.5,17.3,경상북도
1084,2015,군산,13.4,18.1,9.4,34.7,-9.1,895.8,15.9,전라북도
1085,2015,대구,14.8,20.1,10.2,38.3,-8.9,908.5,17.4,대구광역시
1086,2015,전주,14.2,19.6,9.7,35.3,-10.1,813.5,16.8,전라북도
1087,2015,울산,15.0,19.8,10.8,36.8,-8.2,1044.6,16.2,울산광역시
1088,2015,창원,14.6,19.4,10.8,35.5,-7.8,1110.7,15.8,경상남도
1089,2015,광주,14.6,19.8,10.4,36.2,-8.7,1049.6,16.6,광주광역시
1090,2015,부산,15.4,19.5,12.2,33.5,-7.8,1396.7,16.5,부산광역시
1091,2015,통영,14.8,19.3,11.3,34.2,-6.7,1463.8,16.9,경상남도
1092,2015,목포,14.4,18.6,11.0,35.5,-6.1,1041.6,16.5,전라남도
1093,2015,여수,14.9,18.2,12.1,32.9,-7.5,1250.5,16.0,전라남도
1094,2015,흑산도,13.6,16.7,11.3,32.4,-4.3,1085.8,16.4,전라남도
1095,2015,완도,14.5,18.9,10.9,33.1,-5.4,1638.5,17.0,전라남도
1096,2015,고창,13.4,18.7,8.8,35.6,-13.0,956.1,16.2,전라북도
1097,2015,순천,13.2,19.3,8.1,35.4,-9.3,1331.5,15.6,전라남도
1098,2015,진도(첨찰산),11.7,16.6,8.6,31.8,-8.4,1451.2,14.4,전라남도
1099,2015,제주,16.7,19.8,14.1,36.7,-0.7,1728.3,18.5,제주도
1100,2015,고산,15.6,18.5,13.2,33.4,-1.4,1546.4,18.2,제주도
1101,2015,성산,15.7,19.3,12.2,32.9,-2.8,2542.2,17.2,제주도
1102,2015,서귀포,16.7,20.0,13.9,31.5,-0.8,2618.1,18.5,제주도
1103,2015,진주,13.4,19.6,8.0,35.5,-11.5,1324.8,15.8,경상남도
1104,2015,강화,12.0,17.1,7.1,33.5,-12.1,647.9,14.5,인천광역시
1105,2015,양평,12.9,18.9,7.6,36.1,-13.5,801.5,15.1,경기도
1106,2015,이천,12.4,18.7,6.8,36.3,-14.0,842.5,14.5,경기도
1107,2015,인제,11.1,17.6,5.8,35.4,-16.0,755.7,13.7,강원도
1108,2015,홍천,12.2,19.0,6.6,37.1,-16.4,740.0,14.0,강원도
1109,2015,태백,9.8,15.4,4.8,33.1,-15.8,882.8,11.4,강원도
1110,2015,정선,11.4,17.9,6.3,36.3,-14.4,724.6,13.0,강원도
1111,2015,제천,11.1,17.8,5.1,36.0,-17.1,803.4,14.0,충청북도
1112,2015,보은,12.0,18.6,6.4,35.2,-13.7,817.0,14.7,충청북도
1113,2015,천안,13.0,18.8,7.9,36.3,-12.8,728.0,15.5,충청남도
1114,2015,보령,13.3,18.0,9.2,33.8,-9.7,785.4,15.5,충청남도
1115,2015,부여,12.9,19.0,7.8,35.8,-14.2,848.8,15.4,충청남도
1116,2015,금산,12.6,18.8,7.1,35.7,-13.2,877.6,15.0,충청남도
1117,2015,부안,13.5,18.7,9.2,35.5,-12.2,924.1,15.2,전라북도
1118,2015,임실,12.1,18.6,6.5,35.6,-15.0,843.1,13.9,전라북도
1119,2015,정읍,14.1,19.7,9.5,36.6,-10.1,988.5,16.4,전라북도
1120,2015,남원,12.8,18.8,7.8,35.9,-11.9,869.0,15.1,전라북도
1121,2015,장수,11.5,17.9,5.9,34.2,-14.6,1012.2,14.3,전라북도
1122,2015,고창군,13.9,19.5,9.3,36.2,-10.9,966.3,15.8,전라북도
1123,2015,영광,13.5,18.8,8.9,35.9,-11.4,962.6,15.4,전라남도
1124,2015,김해,15.3,20.6,11.2,36.7,-7.9,1034.6,17.5,경상남도
1125,2015,순창,13.3,19.5,8.0,35.6,-12.7,1061.1,15.2,전라북도
1126,2015,북창원,14.5,19.8,10.2,35.3,-8.9,1101.1,16.7,경상남도
1127,2015,양산,14.9,20.4,10.4,37.4,-7.6,1236.0,16.4,경상남도
1128,2015,보성,14.6,19.7,9.9,34.8,-6.8,1211.6,16.1,전라남도
1129,2015,강진,13.9,19.3,9.3,34.0,-6.6,1240.4,15.8,전라남도
1130,2015,장흥,13.9,19.5,8.9,35.3,-8.0,1161.0,16.0,전라남도
1131,2015,해남,13.9,19.2,9.0,34.1,-7.4,1157.8,16.3,전라남도
1132,2015,고흥,14.1,19.4,9.3,34.2,-7.4,1379.7,15.9,전라남도
1133,2015,의령,12.9,19.6,7.4,34.8,-12.4,1077.2,16.7,경상남도
1134,2015,함양,13.0,19.6,7.5,37.1,-10.8,985.4,14.3,경상남도
1135,2015,광양,15.4,20.2,11.5,37.1,-7.8,1205.6,17.1,전라남도
1136,2015,진도,14.1,18.5,9.9,33.4,-4.9,1330.6,16.8,전라남도
1137,2015,봉화,10.3,17.3,4.1,35.5,-17.1,589.2,13.0,경상북도
1138,2015,영주,12.5,18.6,6.9,37.1,-13.7,771.2,15.5,경상북도
1139,2015,문경,12.5,18.4,7.2,36.1,-11.9,765.3,16.0,경상북도
1140,2015,청송,11.6,18.7,5.6,37.4,-15.1,707.3,14.3,경상북도
1141,2015,영덕,13.5,19.0,8.8,38.2,-10.8,811.3,16.0,경상북도
1142,2015,의성,12.1,19.5,5.7,38.7,-16.3,596.5,14.9,경상북도
1143,2015,구미,14.1,19.7,9.0,36.8,-9.6,779.0,16.2,경상북도
1144,2015,영천,13.5,19.8,7.9,37.6,-10.4,838.7,15.7,경상북도
1145,2015,경주,13.5,19.8,8.2,37.9,-9.8,976.7,16.0,경상북도
1146,2015,거창,12.4,18.7,6.9,34.8,-12.8,1031.2,15.6,경상남도
1147,2015,합천,13.4,20.1,7.9,37.3,-11.5,1044.5,16.8,경상남도
1148,2015,밀양,14.2,20.6,8.7,36.6,-11.0,951.3,16.3,경상남도
1149,2015,산청,13.3,19.2,8.4,35.3,-9.9,1397.2,15.7,경상남도
1150,2015,거제,14.9,19.7,10.9,35.9,-6.6,1778.4,17.3,경상남도
1151,2015,남해,14.7,19.7,10.7,34.7,-7.2,1789.3,17.0,경상남도
1152,2016,속초,12.8,16.8,9.0,35.9,-16.4,1333.8,14.2,강원도
1153,2016,철원,11.2,17.4,5.5,34.3,-20.6,1180.9,13.9,강원도
1154,2016,동두천,12.6,19.3,7.4,35.7,-19.3,1087.2,15.0,경기도
1155,2016,파주,11.7,18.2,6.2,35.0,-20.0,1163.9,15.1,경기도
1156,2016,대관령,8.1,13.5,2.9,32.4,-23.0,1184.0,10.8,강원도
1157,2016,춘천,12.4,18.2,7.4,35.7,-20.1,1333.8,14.5,강원도
1158,2016,백령도,11.9,15.0,9.4,31.5,-14.2,734.0,14.5,인천광역시
1159,2016,북강릉,13.1,17.4,9.1,34.9,-15.2,1204.2,14.3,강원도
1160,2016,강릉,13.8,18.1,10.0,35.5,-14.7,1258.2,15.9,강원도
1161,2016,동해,14.2,18.0,10.6,34.5,-12.0,924.5,15.3,강원도
1162,2016,서울,13.6,18.5,9.4,36.6,-18.0,991.7,15.7,서울특별시
1163,2016,인천,13.3,17.1,10.0,34.0,-16.3,864.3,15.0,인천광역시
1164,2016,원주,13.4,18.5,8.8,35.7,-15.9,874.6,14.0,경상북도
1165,2016,울릉도,13.2,16.3,10.7,31.5,-9.9,2050.4,14.8,경상북도
1166,2016,수원,13.6,19.1,9.0,36.5,-16.2,1023.4,14.0,경기도
1167,2016,영월,12.4,18.6,7.1,36.6,-17.4,940.4,15.5,강원도
1168,2016,충주,12.9,19.0,7.5,36.7,-17.0,917.1,14.9,충청북도
1169,2016,서산,12.9,18.2,8.2,34.6,-12.7,922.1,15.5,충청남도
1170,2016,울진,13.2,17.7,9.2,33.9,-13.5,1196.3,15.5,경상북도
1171,2016,청주,13.9,18.9,9.5,36.3,-16.3,938.0,15.0,충청북도
1172,2016,대전,14.0,19.4,9.4,37.6,-17.0,1228.4,16.5,대전광역시
1173,2016,추풍령,12.4,17.9,7.4,35.6,-16.8,1147.1,14.5,충청북도
1174,2016,안동,13.2,19.2,7.9,37.8,-15.7,934.4,15.6,경상북도
1175,2016,상주,13.8,19.6,9.0,37.2,-15.1,1136.2,16.3,경상북도
1176,2016,포항,15.2,19.2,11.7,39.3,-12.3,1515.4,17.0,경상북도
1177,2016,군산,13.8,18.6,9.8,34.9,-13.8,1144.4,16.2,전라북도
1178,2016,대구,14.6,19.8,10.1,38.1,-13.0,1227.3,17.4,대구광역시
1179,2016,전주,14.3,19.4,10.2,36.2,-13.0,1117.7,16.6,전라북도
1180,2016,울산,14.8,19.4,10.8,35.7,-11.4,1693.9,15.0,울산광역시
1181,2016,창원,14.9,19.6,11.1,36.7,-12.6,1893.0,16.3,경상남도
1182,2016,광주,15.0,20.1,10.9,37.2,-11.7,1482.3,16.3,광주광역시
1183,2016,부산,15.7,19.8,12.5,37.3,-10.2,1760.2,17.2,부산광역시
1184,2016,통영,15.3,19.5,11.9,35.2,-8.6,1993.7,16.7,경상남도
1185,2016,목포,14.8,18.8,11.5,36.0,-9.1,1398.0,17.2,전라남도
1186,2016,여수,15.3,18.6,12.5,34.4,-8.9,1616.6,16.4,전라남도
1187,2016,흑산도,13.7,16.9,11.3,31.6,-8.7,1183.1,16.2,전라남도
1188,2016,완도,15.1,19.2,11.6,35.6,-8.0,1608.4,16.8,전라남도
1189,2016,고창,14.0,19.1,9.7,35.7,-12.4,1090.9,15.6,전라북도
1190,2016,순천,13.9,19.7,9.0,37.8,-13.4,1614.6,15.6,전라남도
1191,2016,진도(첨찰산),12.4,17.0,9.3,33.4,-12.7,1454.0,15.4,전라남도
1192,2016,제주,17.0,20.2,14.4,35.5,-5.8,1416.4,18.4,제주도
1193,2016,고산,16.2,19.2,13.8,34.0,-6.2,1293.1,18.3,제주도
1194,2016,성산,16.3,19.8,13.1,35.3,-6.9,2255.9,17.2,제주도
1195,2016,서귀포,17.0,20.1,14.3,33.2,-6.4,2204.5,18.9,제주도
1196,2016,진주,13.8,19.9,8.6,37.5,-12.8,1734.6,16.3,경상남도
1197,2016,강화,12.1,17.2,7.4,33.9,-17.4,1100.9,14.6,인천광역시
1198,2016,양평,12.9,18.8,7.9,36.1,-17.8,935.9,15.5,경기도
1199,2016,이천,12.7,19.0,7.2,36.3,-18.5,870.2,15.1,경기도
1200,2016,인제,11.2,17.4,6.0,35.0,-19.0,1185.7,14.0,강원도
1201,2016,홍천,12.3,18.9,6.9,36.6,-19.3,967.9,14.2,강원도
1202,2016,태백,9.8,15.3,4.8,34.6,-20.4,1141.4,11.5,강원도
1203,2016,정선,11.5,17.9,6.5,35.9,-18.3,1174.2,13.6,강원도
1204,2016,제천,11.3,17.8,5.4,35.4,-20.7,1107.9,13.6,충청북도
1205,2016,보은,12.3,18.8,6.7,35.6,-18.2,1291.6,15.4,충청북도
1206,2016,천안,12.7,18.6,7.4,35.1,-18.6,1004.8,15.0,충청남도
1207,2016,보령,13.6,18.3,9.5,33.9,-13.6,792.8,16.0,충청남도
1208,2016,부여,13.3,19.4,8.2,36.2,-17.5,1129.3,16.0,충청남도
1209,2016,금산,12.7,19.0,7.3,35.7,-17.4,1325.6,15.3,충청남도
1210,2016,부안,13.8,19.0,9.5,35.1,-15.6,1075.5,15.8,전라북도
1211,2016,임실,12.5,19.1,7.0,36.3,-20.6,1326.5,14.2,전라북도
1212,2016,정읍,14.3,19.7,9.7,36.4,-14.7,1279.5,16.4,전라북도
1213,2016,남원,13.5,19.4,8.5,36.2,-17.0,1388.5,15.2,전라북도
1214,2016,장수,11.7,18.0,6.1,34.1,-17.5,1485.8,15.0,전라북도
1215,2016,고창군,14.3,19.8,9.7,37.0,-13.0,1126.1,16.0,전라북도
1216,2016,영광,13.7,18.8,9.2,35.1,-13.2,1209.3,15.8,전라남도
1217,2016,김해,15.4,20.6,11.4,36.7,-10.4,1634.0,17.7,경상남도
1218,2016,순창,12.7,18.7,7.5,35.4,-17.7,1509.9,15.2,전라북도
1219,2016,북창원,14.9,19.9,10.7,36.3,-11.3,1985.7,16.5,경상남도
1220,2016,양산,15.3,20.7,10.8,37.5,-10.5,1978.8,16.5,경상남도
1221,2016,보성,14.7,19.7,10.1,36.1,-9.6,1599.8,16.4,전라남도
1222,2016,강진,14.4,19.6,10.0,37.0,-9.5,1619.4,16.3,전라남도
1223,2016,장흥,14.3,19.5,9.5,36.2,-10.5,1513.2,16.7,전라남도
1224,2016,해남,14.0,19.4,9.1,37.1,-9.8,1360.2,17.1,전라남도
1225,2016,고흥,14.2,19.3,9.6,36.0,-9.3,1641.9,16.6,전라남도
1226,2016,의령,13.3,19.9,7.9,37.0,-13.9,1474.0,17.1,경상남도
1227,2016,함양,13.6,20.0,8.1,37.3,-11.7,1128.0,15.1,경상남도
1228,2016,광양,15.4,20.1,11.5,37.8,-9.9,1607.4,17.4,전라남도
1229,2016,진도,14.5,18.7,10.4,35.2,-8.6,1569.1,17.1,전라남도
1230,2016,봉화,10.8,17.6,4.8,35.0,-18.7,1044.8,13.3,경상북도
1231,2016,영주,12.3,18.2,6.8,35.5,-16.9,1263.3,16.0,경상북도
1232,2016,문경,12.3,18.0,7.3,36.3,-16.2,1193.8,16.1,경상북도
1233,2016,청송,11.8,18.6,6.0,36.3,-15.9,1008.0,14.7,경상북도
1234,2016,영덕,13.8,19.1,9.2,38.6,-13.7,1088.3,15.7,경상북도
1235,2016,의성,12.7,20.0,6.5,38.0,-19.3,1017.5,15.5,경상북도
1236,2016,구미,14.2,19.5,9.4,36.6,-13.1,1208.0,16.5,경상북도
1237,2016,영천,13.9,19.9,8.5,39.6,-13.9,1175.2,15.7,경상북도
1238,2016,경주,14.0,19.9,8.9,39.4,-12.9,1251.4,15.6,경상북도
1239,2016,거창,12.7,19.1,7.3,36.5,-13.4,1229.8,15.8,경상남도
1240,2016,합천,13.8,20.3,8.5,39.2,-14.0,1505.6,17.4,경상남도
1241,2016,밀양,14.7,20.8,9.5,37.8,-12.0,1568.2,16.9,경상남도
1242,2016,산청,13.8,19.6,9.0,37.0,-12.1,1530.0,15.9,경상남도
1243,2016,거제,15.6,20.1,11.7,36.9,-8.7,2262.6,17.5,경상남도
1244,2016,남해,15.1,20.0,11.1,37.5,-8.8,2400.8,17.0,경상남도
1245,2017,속초,13.1,17.4,8.9,34.9,-11.2,1208.2,14.9,강원도
1246,2017,북춘천,11.3,18.1,5.3,37.5,-19.0,1133.4,13.7,강원도
1247,2017,철원,10.5,16.8,4.5,33.8,-18.8,1233.4,13.6,강원도
1248,2017,동두천,11.8,18.6,6.4,35.9,-16.6,989.7,14.6,경기도
1249,2017,파주,10.5,17.2,4.7,34.9,-18.8,947.8,13.8,경기도
1250,2017,대관령,7.3,12.5,2.0,31.1,-21.1,1025.3,9.7,강원도
1251,2017,춘천,11.7,17.6,6.4,36.3,-17.6,1217.2,13.7,강원도
1252,2017,백령도,11.8,15.0,9.3,31.8,-7.4,335.1,14.9,인천광역시
1253,2017,북강릉,13.1,17.3,8.8,33.9,-10.7,1172.4,14.9,강원도
1254,2017,강릉,13.9,18.3,9.9,37.1,-9.6,1081.9,15.4,강원도
1255,2017,동해,14.1,18.0,10.2,33.8,-7.5,985.7,14.9,강원도
1256,2017,서울,13.0,18.1,8.8,35.4,-12.6,1233.2,15.0,서울특별시
1257,2017,인천,12.5,16.3,9.3,34.0,-11.1,1028.9,13.9,인천광역시
1258,2017,원주,12.1,17.3,7.3,34.8,-15.2,1063.6,13.9,경상북도
1259,2017,울릉도,13.1,16.2,10.5,32.4,-7.0,1181.7,15.0,경상북도
1260,2017,수원,12.6,18.3,7.8,36.9,-13.6,1328.6,14.0,경기도
1261,2017,영월,11.7,17.9,6.2,35.7,-15.6,996.1,13.8,강원도
1262,2017,충주,12.0,18.3,6.4,36.3,-16.0,1072.9,14.2,충청북도
1263,2017,서산,12.2,17.6,7.2,34.7,-12.9,830.4,16.1,충청남도
1264,2017,울진,13.2,18.0,8.8,37.1,-9.0,857.5,15.8,경상북도
1265,2017,청주,13.4,18.7,8.9,36.7,-11.1,1301.2,14.8,충청북도
1266,2017,대전,13.4,18.9,8.5,35.9,-11.8,1127.5,16.1,대전광역시
1267,2017,추풍령,11.9,17.7,6.6,34.6,-12.1,921.8,14.1,충청북도
1268,2017,안동,12.6,19.0,7.0,36.6,-14.5,938.8,14.8,경상북도
1269,2017,상주,13.3,19.3,8.2,36.6,-11.2,953.3,16.1,경상북도
1270,2017,포항,15.0,19.4,11.1,38.6,-8.0,674.3,17.4,경상북도
1271,2017,군산,13.1,18.2,8.8,36.2,-10.0,774.4,15.4,전라북도
1272,2017,대구,14.4,20.1,9.3,38.4,-10.2,663.7,17.1,대구광역시
1273,2017,전주,13.6,19.0,9.2,35.1,-9.7,947.8,16.2,전라북도
1274,2017,울산,14.5,19.4,10.1,36.1,-8.7,671.4,15.2,울산광역시
1275,2017,창원,14.8,20.0,10.5,38.5,-8.4,879.3,16.3,경상남도
1276,2017,광주,14.6,20.1,10.2,37.3,-7.9,936.6,16.4,광주광역시
1277,2017,부산,15.2,19.6,11.7,36.2,-7.7,1014.4,17.5,부산광역시
1278,2017,통영,14.9,19.4,11.1,36.3,-7.3,1249.4,18.3,경상남도
1279,2017,목포,14.3,18.5,10.8,34.5,-6.5,722.5,17.2,전라남도
1280,2017,여수,14.3,18.5,10.8,34.5,-6.5,722.5,17.2,전라남도
1281,2017,흑산도,15.0,18.8,11.9,35.9,-6.8,1019.6,16.7,전라남도
1282,2017,완도,13.5,17.2,10.8,33.7,-2.7,746.9,16.7,전라남도
1283,2017,고창,14.9,19.6,11.0,35.4,-5.1,958.1,16.9,전라북도
